,t,x_0,x_1,x_2,x_des_0,x_des_1,x_des_2
224,1.12,0.09863308305841326,0.05176631770116332,-0.017942042538613444,0.1,0.04708540652262026,0.0
225,1.125,0.09864756673179584,0.053302885366317325,-0.017923071677949237,0.1,0.04854192589827405,0.0
226,1.1300000000000001,0.09866185303805206,0.05484174714541983,-0.01791510461211952,0.1,0.05000000000000129,0.0
227,1.135,0.0986768059599847,0.05637982755202121,-0.017904184974802645,0.1,0.05145807410172845,0.0
228,1.1400000000000001,0.09869323275455431,0.05791423301879699,-0.017887219639639247,0.1,0.05291459347738227,0.0
229,1.145,0.09871082411825355,0.05944175121403121,-0.017881689010001738,0.1,0.05436800671744127,0.0
230,1.1500000000000001,0.09872909158218243,0.0609589478857333,-0.0178891338735482,0.1,0.055816769039588265,0.0
231,1.155,0.09874859967714562,0.062461926751096054,-0.01789326699570994,0.1,0.05725934558756415,0.0
232,1.16,0.09876968426863697,0.06394776147294472,-0.01790807106142284,0.1,0.05869421471232114,0.0
233,1.165,0.0987914387552045,0.0654135423986518,-0.017944270603407874,0.1,0.060119871229580485,0.0
234,1.17,0.09881262640560147,0.06685613024915406,-0.01800073918722742,0.1,0.06153482964788909,0.0
235,1.175,0.09883329915326576,0.06827347744133738,-0.018071310550173234,0.1,0.06293762736128106,0.0
236,1.18,0.09885373320723512,0.0696628246416279,-0.018115169736977427,0.1,0.06432682780064125,0.0
237,1.185,0.09887260448553922,0.07102665064502163,-0.018155232427518483,0.1,0.06570102353787138,0.0
238,1.19,0.09888885296681474,0.07236559269496873,-0.018219353656967308,0.1,0.0670588393369611,0.0
239,1.195,0.0989035269923992,0.07367643309318014,-0.018300733341986553,0.1,0.06839893514606252,0.0
240,1.2,0.09891797587212135,0.07495634929099496,-0.018383712566666145,0.1,0.06972000902466952,0.0
241,1.205,0.09893241762397978,0.07620409400774399,-0.018449905614897913,0.1,0.0710208000000011,0.0
242,1.21,0.09894656638309454,0.07741901836163077,-0.018511115753522347,0.1,0.07230009084669176,0.0
243,1.215,0.09895982369654976,0.07860092221488153,-0.018610127620385827,0.1,0.07355671078388637,0.0
244,1.22,0.09897155877862157,0.07974743219627828,-0.01872785949643797,0.1,0.07478953808384098,0.0
245,1.225,0.09898275761058176,0.080857116040577,-0.018860182645733883,0.1,0.0759975025861317,0.0
246,1.23,0.09899449508554967,0.08192804277834721,-0.0189831858789407,0.1,0.07717958811156928,0.0
247,1.235,0.09900764945369066,0.08295968121547831,-0.019107738649077128,0.1,0.07833483476992087,0.0
248,1.24,0.09902238309976447,0.08395369657279976,-0.019272266567386957,0.1,0.07946234115554124,0.0
249,1.245,0.09903915730947482,0.08490892423160955,-0.019407403848976705,0.1,0.08056126642501027,0.0
250,1.25,0.0990580252854098,0.08582725437891861,-0.019532726393498137,0.1,0.08163083225088075,0.0
251,1.2550000000000001,0.09907795599316402,0.08671066011760133,-0.019693209616354696,0.1,0.08267032464563417,0.0
252,1.26,0.09909720216295383,0.08755931546349315,-0.019863024529696682,0.1,0.08367909564994569,0.0
253,1.2650000000000001,0.0991148350563365,0.08837394592022668,-0.020011204368433958,0.1,0.08465656487936102,0.0
254,1.27,0.09913013919360202,0.08915512048754766,-0.020160427074561605,0.1,0.08560222092348013,0.0
255,1.2750000000000001,0.09914336053675275,0.08990155367682678,-0.02034773929471521,0.1,0.08651562259175616,0.0
256,1.28,0.0991545740248914,0.09060922877213887,-0.020524286209639822,0.1,0.0873964000000006,0.0
257,1.285,0.09916404055092808,0.09127739911941511,-0.020677753898028527,0.1,0.08824425549170423,0.0
258,1.29,0.09917166943163802,0.09190549422068008,-0.020807477367917566,0.1,0.08905896438826677,0.0
259,1.295,0.09917726263140982,0.09249468616219306,-0.020938447041869084,0.1,0.08984037556224089,0.0
